1913965980;0
1913971055,5;0
1913976131;0
1913981206,5;0
1913986282;0
1913991357,5;0
1913996433;0
1914001508,5;0
1914006584;0
1914011659,5;0
1914016735;0
1914021810,5;0
1914026886;0
1914031961,5;0
1914037037;0
1914042112,5;0
1914047188;0
1914052263,5;0
1914057339;0
1914062414,5;0
1914067490;0
1914072565,5;0
1914077641;0
1914082716,5;0
1914087792;0
1914092867,5;0
1914097943;0
1914103018,5;0
1914108094;0
1914113169,5;0
1914118245;0
1914123320,5;0
1914128396;0
1914133471,5;0
1914138547;0
1914143622,5;0
1914148698;0
1914153773,5;0
1914158849;0
1914163924,5;0
1914169000;0
1914174075,5;0
1914179151;0
1914184226,5;0
1914189302;0
1914194377,5;0
1914199453;0
1914204528,5;0
1914209604;0
1914214679,5;0
1914219755;0
1914224830,5;0
1914229906;0
1914234981,5;0
1914240057;0
1914245132,5;0
1914250208;0
1914255283,5;0
1914260359;0
1914265434,5;0
1914270510;0
1914275585,5;0
1914280661;0
1914285736,5;0
1914290812;0
1914295887,5;0
1914300963;0
1914306038,5;0
1914311114;0
1914316189,5;0
1914321265;0
1914326340,5;0
1914331416;0
1914336491,5;0
1914341567;0
1914346642,5;0
1914351718;0
1914356793,5;0
1914361869;0
1914366944,5;0
1914372020;0
1914377095,5;0
1914382171;0
1914387246,5;0
1914392322;0
1914397397,5;0
1914402473;0
1914407548,5;0
1914412624;0
1914417699,5;0
1914422775;0
1914427850,5;0
1914432926;0
1914438001,5;0
1914443077;0
1914448152,5;0
1914453228;0
1914458303,5;0
1914463379;0
1914468454,5;0
1914473530;0
1914478605,5;0
1914483681;0
1914488756,5;0
1914493832;0
1914498907,5;0
1914503983;0
1914509058,5;0
1914514134;0
1914519209,5;0
1914524285;0
1914529360,5;0
1914534436;0
1914539511,5;0
1914544587;0
1914549662,5;0
1914554738;0
1914559813,5;0
1914564889;0
1914569964,5;0
1914575040;0
1914580115,5;0
1914585191;0
1914590266,5;0
1914595342;0
1914600417,5;0
1914605493;0
1914610568,5;0
1914615644;0
1914620719,5;0
1914625795;0
1914630870,5;0
1914635946;0
1914641021,5;0
1914646097;0
1914651172,5;0
1914656248;0
1914661323,5;0
1914666399;0
1914671474,5;0
1914676550;0
1914681625,5;0
1914686701;0
1914691776,5;0
1914696852;0
1914701927,5;0
1914707003;0
1914712078,5;0
1914717154;0
1914722229,5;0
1914727305;0
1914732380,5;0
1914737456;0
1914742531,5;0
1914747607;0
1914752682,5;0
1914757758;0
1914762833,5;0
1914767909;0
1914772984,5;0
1914778060;0
1914783135,5;0
1914788211;0
1914793286,5;0
1914798362;0
1914803437,5;0
1914808513;0
1914813588,5;0
1914818664;0
1914823739,5;0
1914828815;0
1914833890,5;0
1914838966;0
1914844041,5;0
1914849117;0
1914854192,5;0
1914859268;0
1914864343,5;0
1914869419;0
1914874494,5;0
1914879570;0
1914884645,5;0
1914889721;0
1914894796,5;0
1914899872;0
1914904947,5;0
1914910023;0
1914915098,5;0
1914920174;0
1914925249,5;0
1914930325;0
1914935400,5;0
1914940476;0
1914945551,5;0
1914950627;0
1914955702,5;0
1914960778;0
1914965853,5;0
1914970929;0
1914976004,5;0
1914981080;0
1914986155,5;0
1914991231;0
1914996306,5;0
1915001382;0
1915006457,5;0
1915011533;0
1915016608,5;0
1915021684;0
1915026759,5;0
1915031835;0
1915036910,5;0
1915041986;0
1915047061,5;0
1915052137;0
1915057212,5;0
1915062288;0
1915067363,5;0
1915072439;0
1915077514,5;0
1915082590;0
1915087665,5;0
1915092741;0
1915097816,5;0
1915102892;0
1915107967,5;0
1915113043;0
1915118118,5;0
1915123194;0
1915128269,5;0
1915133345;0
1915138420,5;0
1915143496;0
1915148571,5;0
1915153647;0
1915158722,5;0
1915163798;0
1915168873,5;0
1915173949;0
1915179024,5;0
1915184100;0
1915189175,5;0
1915194251;0
1915199326,5;0
1915204402;0
1915209477,5;0
1915214553;0
1915219628,5;0
1915224704;0
1915229779,5;0
1915234855;0
1915239930,5;0
1915245006;0
1915250081,5;0
1915255157;0
1915260232,5;0
1915265308;0
1915270383,5;0
1915275459;0
1915280534,5;0
1915285610;0
1915290685,5;0
1915295761;0
1915300836,5;0
1915305912;0
1915310987,5;0
1915316063;0
1915321138,5;0
1915326214;0
1915331289,5;0
1915336365;0
1915341440,5;0
1915346516;0
1915351591,5;0
1915356667;0
1915361742,5;0
1915366818;0
1915371893,5;0
1915376969;0
1915382044,5;0
1915387120;0
1915392195,5;0
1915397271;0
1915402346,5;0
1915407422;0
1915412497,5;0
1915417573;0
1915422648,5;0
1915427724;0
1915432799,5;0
1915437875;0
1915442950,5;0
1915448026;0
1915453101,5;0
1915458177;0
1915463252,5;0
1915468328;0
1915473403,5;0
1915478479;0
1915483554,5;0
1915488630;0
1915493705,5;0
1915498781;0
1915503856,5;0
1915508932;0
1915514007,5;0
1915519083;0
1915524158,5;0
1915529234;0
1915534309,5;0
1915539385;0
1915544460,5;0
1915549536;0
1915554611,5;0
1915559687;0
1915564762,5;0
1915569838;0
1915574913,5;0
1915579989;0
1915585064,5;0
1915590140;0
1915595215,5;0
1915600291;0
1915605366,5;0
1915610442;0
1915615517,5;0
1915620593;0
1915625668,5;0
1915630744;0
1915635819,5;0
1915640895;0
1915645970,5;0
1915651046;0
1915656121,5;0
1915661197;0
1915666272,5;0
1915671348;0
1915676423,5;0
1915681499;0
1915686574,5;0
1915691650;0
1915696725,5;0
1915701801;0
1915706876,5;0
1915711952;0
1915717027,5;0
1915722103;0
1915727178,5;0
1915732254;0
